loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L115403,C65403,Male,53,Widowed,Primary,Meru,Informal,45120.04,23303.65,3,21851,24,12.98,Monthly,1,1,Emergency,Livestock,True,16,56.46,0
L115404,C65404,Female,56,Single,None,Kisumu,Unemployed,38902.85,8907.65,0,45535,12,13.76,Weekly,2,1,Medical,Electronics,True,2,64.02,1
L115405,C65405,Male,20,Married,None,Nairobi,Informal,55029.38,26254.32,8,46025,24,18.14,Bi-weekly,1,0,Business,Title Deed,False,25,67.72,0
L115406,C65406,Male,26,Divorced,None,Nairobi,Unemployed,32787.69,5456.37,12,35031,6,20.55,Bi-weekly,3,1,Emergency,None,False,50,54.67,0
L115407,C65407,Other,57,Divorced,Primary,Meru,Self-employed,56903.47,-2588.54,5,48825,12,13.22,Bi-weekly,1,0,Medical,Guarantor,False,4,77.49,0
L115408,C65408,Female,63,Widowed,Tertiary,Eldoret,Unemployed,38368.87,9987.04,4,17229,24,22.87,Weekly,5,0,Household,Guarantor,True,7,12.52,0
L115409,C65409,Other,46,Single,Primary,Nakuru,Unemployed,38170.59,10127.58,3,31200,12,19.9,Bi-weekly,2,0,Medical,None,True,39,47.15,0
L115410,C65410,Male,22,Divorced,None,Eldoret,Formal,21169.78,1716.13,4,6298,12,6.56,Weekly,2,0,Emergency,Electronics,False,10,67.8,0
L115411,C65411,Female,20,Married,Primary,Kisumu,Formal,14760.11,26112.06,5,24498,3,13.84,Bi-weekly,1,0,Emergency,None,False,36,86.51,0
L115412,C65412,Male,27,Married,Tertiary,Mombasa,Unemployed,55848.01,10641.51,8,2858,3,12.15,Bi-weekly,1,0,Business,Electronics,True,2,75.26,0
L115413,C65413,Male,48,Widowed,Secondary,Nairobi,Unemployed,27400.58,15734.75,6,2639,3,11.64,Bi-weekly,3,0,Medical,Electronics,False,49,39.9,0
L115414,C65414,Female,28,Single,Secondary,Eldoret,Informal,45077.0,22980.46,7,8637,12,22.08,Bi-weekly,5,0,Medical,Guarantor,True,14,33.25,0
L115415,C65415,Female,34,Divorced,None,Nakuru,Unemployed,10114.17,19826.88,8,34792,3,17.64,Bi-weekly,2,1,Emergency,Title Deed,False,17,15.22,0
L115416,C65416,Female,57,Widowed,None,Meru,Formal,27579.61,7460.85,8,25496,12,13.59,Bi-weekly,4,0,Education,Electronics,True,6,68.86,0
L115417,C65417,Other,58,Single,Tertiary,Machakos,Unemployed,46654.44,21754.13,6,42821,6,14.89,Weekly,1,0,Agriculture,Livestock,False,40,1.86,0
L115418,C65418,Other,25,Single,Primary,Machakos,Informal,44208.31,24062.96,3,22599,12,17.71,Monthly,2,0,Emergency,Livestock,True,59,61.22,0
L115419,C65419,Male,19,Divorced,Tertiary,Nairobi,Informal,36428.94,11365.1,2,29327,24,15.49,Bi-weekly,1,0,Household,None,True,2,48.1,0
L115420,C65420,Female,21,Widowed,Tertiary,Nairobi,Unemployed,22071.25,8797.06,3,17544,12,11.45,Weekly,1,0,Medical,Guarantor,True,42,48.52,0
L115421,C65421,Male,33,Widowed,Secondary,Mombasa,Formal,34496.53,17490.39,4,18897,12,24.03,Monthly,2,1,Medical,None,False,36,77.85,1
L115422,C65422,Male,58,Widowed,Primary,Eldoret,Self-employed,25075.16,6040.39,9,10475,6,14.77,Monthly,4,0,Medical,None,False,57,4.22,1
L115423,C65423,Male,58,Widowed,Secondary,Mombasa,Unemployed,31140.67,2390.06,11,49197,24,8.63,Weekly,1,2,Emergency,Livestock,False,57,48.93,0
L115424,C65424,Male,38,Single,Secondary,Nakuru,Informal,24458.8,21420.5,6,49253,12,23.7,Monthly,1,1,Household,Livestock,True,28,95.48,0
L115425,C65425,Male,22,Widowed,Tertiary,Nakuru,Informal,-14867.11,14561.63,8,10777,12,16.86,Bi-weekly,3,1,Agriculture,Electronics,True,19,59.89,0
L115426,C65426,Female,52,Widowed,Secondary,Eldoret,Formal,11184.45,2746.62,4,20770,24,22.44,Weekly,1,1,Medical,Guarantor,False,24,5.56,0
L115427,C65427,Other,31,Divorced,None,Nairobi,Informal,40500.33,16481.87,5,3248,6,21.74,Bi-weekly,1,0,Agriculture,Electronics,False,42,66.55,0
L115428,C65428,Female,32,Married,None,Kisumu,Unemployed,30191.11,12633.72,3,7480,3,7.02,Weekly,3,0,Education,Title Deed,True,24,1.27,0
L115429,C65429,Female,23,Single,Secondary,Mombasa,Self-employed,46622.37,6941.74,6,31863,3,5.83,Weekly,3,0,Emergency,Livestock,True,15,65.52,0
L115430,C65430,Female,33,Divorced,Secondary,Machakos,Formal,14042.34,12260.2,7,12398,12,15.28,Monthly,0,0,Medical,Guarantor,True,11,88.07,1
L115431,C65431,Other,40,Divorced,Primary,Nairobi,Informal,49718.24,24835.19,9,33904,12,12.24,Bi-weekly,1,0,Education,None,True,1,33.49,0
L115432,C65432,Other,48,Divorced,None,Meru,Formal,38529.03,2577.76,7,25069,24,16.01,Monthly,0,0,Household,Livestock,True,12,57.89,0
L115433,C65433,Other,59,Single,Primary,Nakuru,Unemployed,6348.02,7837.93,6,42742,6,14.93,Monthly,0,0,Agriculture,Livestock,False,12,73.28,0
L115434,C65434,Female,63,Married,Secondary,Machakos,Self-employed,34640.14,27259.02,8,3970,3,10.22,Weekly,0,0,Agriculture,Livestock,False,27,29.58,0
L115435,C65435,Other,29,Single,None,Nakuru,Unemployed,38441.85,22193.62,4,45121,3,9.69,Bi-weekly,2,1,Business,Title Deed,True,17,6.29,0
L115436,C65436,Male,58,Widowed,Tertiary,Nairobi,Formal,29117.88,16115.36,8,36871,6,21.91,Monthly,2,0,Education,None,True,29,70.36,1
L115437,C65437,Other,36,Married,Tertiary,Nairobi,Self-employed,58789.93,17752.34,9,12944,6,10.61,Weekly,0,1,Agriculture,Livestock,True,2,33.34,0
L115438,C65438,Female,29,Single,Secondary,Meru,Unemployed,27584.93,23051.23,5,23607,12,6.49,Bi-weekly,3,1,Education,Electronics,True,3,11.93,0
L115439,C65439,Female,62,Single,Primary,Nakuru,Formal,5872.24,12549.89,6,41861,24,17.09,Weekly,4,0,Agriculture,Electronics,False,2,41.97,0
L115440,C65440,Male,30,Widowed,Tertiary,Mombasa,Self-employed,37722.21,9643.76,9,19065,24,12.76,Monthly,2,0,Agriculture,Electronics,False,11,56.79,0
L115441,C65441,Other,19,Single,Tertiary,Mombasa,Formal,22446.0,8511.1,6,35421,12,16.41,Weekly,2,0,Business,Guarantor,True,8,38.94,0
L115442,C65442,Other,37,Married,None,Nairobi,Unemployed,31222.89,8232.41,5,38474,24,20.13,Weekly,0,0,Emergency,None,True,13,28.18,0
L115443,C65443,Male,48,Divorced,Primary,Eldoret,Formal,26353.04,24173.35,6,39449,6,5.89,Weekly,4,0,Business,Livestock,True,8,66.88,0
L115444,C65444,Female,26,Single,Primary,Nakuru,Informal,41586.01,20584.06,8,25064,24,23.03,Monthly,1,1,Household,Guarantor,True,16,49.84,0
L115445,C65445,Female,38,Single,Tertiary,Kisumu,Formal,11248.16,13744.8,5,15443,24,5.75,Weekly,0,0,Business,Guarantor,True,14,8.02,1
L115446,C65446,Other,25,Married,Secondary,Nakuru,Informal,44825.71,22051.71,4,46845,6,10.59,Monthly,1,0,Education,Guarantor,True,29,12.36,0
L115447,C65447,Other,56,Single,Tertiary,Mombasa,Self-employed,35772.1,-257.35,5,13230,24,8.07,Weekly,2,0,Household,Guarantor,True,42,47.9,0
L115448,C65448,Other,54,Divorced,Primary,Mombasa,Self-employed,40902.62,289.56,5,4307,24,18.16,Weekly,4,2,Emergency,Electronics,False,57,86.16,0
L115449,C65449,Other,46,Widowed,None,Kisumu,Unemployed,-6285.32,18657.14,7,18301,3,6.23,Monthly,3,1,Household,Electronics,True,35,25.72,0
L115450,C65450,Other,36,Widowed,Primary,Mombasa,Formal,53545.09,-6477.22,5,20986,24,24.14,Monthly,2,0,Emergency,Guarantor,True,20,64.63,1
L115451,C65451,Female,52,Widowed,None,Kisumu,Informal,12634.07,2582.76,5,36610,3,5.09,Bi-weekly,2,1,Medical,Electronics,True,24,22.49,1
L115452,C65452,Female,62,Divorced,None,Mombasa,Informal,45485.36,19087.45,6,32216,3,7.79,Monthly,0,1,Education,None,False,20,88.9,0
L115453,C65453,Female,55,Widowed,None,Meru,Unemployed,9084.66,25232.33,10,33592,3,24.59,Weekly,1,0,Household,Livestock,False,1,71.51,0
L115454,C65454,Female,43,Married,Primary,Kisumu,Formal,21834.78,10253.28,7,11843,6,19.55,Monthly,3,1,Education,Livestock,True,3,22.46,0
L115455,C65455,Male,28,Married,Primary,Eldoret,Informal,35589.16,14848.59,5,32927,24,9.11,Bi-weekly,1,0,Business,Title Deed,True,48,20.16,0
L115456,C65456,Female,53,Divorced,Secondary,Nakuru,Unemployed,24173.18,24821.24,5,12973,6,15.93,Weekly,0,0,Emergency,None,True,44,46.39,1
L115457,C65457,Male,52,Divorced,Tertiary,Mombasa,Unemployed,28492.67,18425.6,5,2743,12,18.43,Weekly,2,2,Medical,Title Deed,False,21,79.31,1
L115458,C65458,Female,21,Divorced,Primary,Nairobi,Formal,6126.59,13343.51,7,6943,3,10.19,Weekly,2,1,Emergency,Guarantor,True,37,8.64,0
L115459,C65459,Other,20,Married,None,Kisumu,Formal,46582.65,7654.78,7,28031,3,21.0,Weekly,3,0,Agriculture,None,False,48,20.41,0
L115460,C65460,Other,62,Divorced,Primary,Kisumu,Formal,30693.58,-1446.91,4,37288,6,20.84,Weekly,3,0,Emergency,Title Deed,True,48,8.08,0
L115461,C65461,Other,64,Divorced,Primary,Kisumu,Informal,53363.63,18996.63,6,16119,24,19.21,Bi-weekly,2,1,Household,Title Deed,False,40,63.05,0
L115462,C65462,Male,29,Widowed,Tertiary,Mombasa,Unemployed,50383.04,11660.76,5,39191,24,23.9,Bi-weekly,3,1,Household,Title Deed,False,39,80.93,0
L115463,C65463,Female,49,Divorced,Primary,Nakuru,Formal,17605.02,13777.32,9,31936,3,20.7,Monthly,2,0,Medical,None,False,53,89.99,0
L115464,C65464,Female,64,Single,None,Nairobi,Self-employed,31518.85,13684.52,6,37534,6,19.73,Monthly,1,0,Agriculture,Livestock,False,18,19.71,0
L115465,C65465,Male,43,Widowed,Tertiary,Kisumu,Formal,37464.87,1831.35,3,8905,12,22.92,Weekly,1,0,Medical,Livestock,True,32,55.5,0
L115466,C65466,Male,60,Married,Secondary,Machakos,Informal,32471.24,1958.85,6,28030,3,22.69,Bi-weekly,3,1,Household,None,True,16,8.51,1
L115467,C65467,Male,60,Married,None,Kisumu,Formal,22425.97,6725.42,5,43314,24,15.32,Weekly,1,1,Emergency,Guarantor,True,18,65.78,0
L115468,C65468,Male,30,Married,None,Kisumu,Formal,30200.32,21795.78,5,7832,24,22.02,Monthly,1,2,Education,None,False,27,9.78,0
L115469,C65469,Male,61,Widowed,Primary,Meru,Self-employed,15494.2,5135.97,3,34678,3,12.9,Bi-weekly,2,0,Emergency,Guarantor,False,59,71.35,0
L115470,C65470,Other,55,Married,Secondary,Kisumu,Self-employed,39030.9,17226.28,8,26771,3,20.17,Monthly,4,1,Emergency,None,True,50,93.7,0
L115471,C65471,Female,46,Widowed,Tertiary,Nairobi,Informal,37684.61,-1757.64,4,34149,12,24.86,Monthly,2,0,Education,Title Deed,True,52,59.85,1
L115472,C65472,Male,36,Widowed,Secondary,Kisumu,Formal,9866.63,5666.59,8,9919,24,19.69,Bi-weekly,3,1,Education,None,True,32,86.51,0
L115473,C65473,Other,52,Single,Primary,Meru,Formal,66536.85,17280.69,4,40030,24,16.59,Bi-weekly,4,1,Agriculture,Guarantor,True,51,30.38,0
L115474,C65474,Male,58,Single,Secondary,Nairobi,Self-employed,34086.44,6651.73,5,38252,24,5.77,Monthly,0,1,Household,Title Deed,True,0,14.15,0
L115475,C65475,Other,44,Single,None,Nairobi,Formal,20731.16,18990.68,3,5735,12,12.6,Weekly,3,0,Household,Guarantor,True,56,96.09,1
L115476,C65476,Male,63,Single,None,Kisumu,Informal,20358.0,17241.62,9,6114,24,5.04,Monthly,4,0,Household,Guarantor,True,12,27.9,0
L115477,C65477,Female,48,Single,Secondary,Eldoret,Self-employed,51567.62,3855.07,6,49908,12,7.03,Bi-weekly,3,2,Education,Guarantor,True,26,38.8,0
L115478,C65478,Male,20,Married,Secondary,Nairobi,Unemployed,5266.77,9902.05,5,19830,12,20.74,Monthly,1,0,Medical,Guarantor,True,56,78.82,0
L115479,C65479,Male,52,Married,None,Eldoret,Unemployed,33827.09,5867.03,3,15334,24,24.16,Monthly,1,0,Education,Electronics,False,26,67.35,1
L115480,C65480,Female,41,Married,Secondary,Nairobi,Unemployed,51425.69,15028.43,4,30408,3,9.07,Monthly,1,0,Medical,Livestock,True,4,9.89,0
L115481,C65481,Female,24,Single,None,Meru,Unemployed,4583.88,8624.51,1,22582,12,11.66,Weekly,6,1,Emergency,Title Deed,False,33,34.69,0
L115482,C65482,Male,52,Divorced,Secondary,Machakos,Self-employed,18246.79,22017.02,7,11478,6,22.86,Bi-weekly,3,0,Emergency,Livestock,True,55,81.53,0
L115483,C65483,Female,38,Married,Tertiary,Mombasa,Informal,29829.51,14459.16,6,27990,6,18.95,Weekly,3,0,Education,Title Deed,True,24,29.68,1
L115484,C65484,Female,18,Married,Tertiary,Kisumu,Unemployed,34006.89,12149.15,5,42603,12,17.08,Weekly,1,1,Agriculture,None,False,4,75.63,1
L115485,C65485,Other,61,Divorced,Primary,Mombasa,Unemployed,41407.2,13341.46,7,41957,12,10.4,Bi-weekly,3,1,Household,None,False,33,50.91,1
L115486,C65486,Female,23,Single,None,Nairobi,Formal,21183.93,11983.73,2,35658,3,15.31,Monthly,2,0,Emergency,Guarantor,True,12,28.63,0
L115487,C65487,Female,56,Widowed,Tertiary,Mombasa,Informal,29615.32,3771.43,8,6422,12,23.86,Monthly,2,0,Agriculture,Guarantor,True,30,2.58,0
L115488,C65488,Male,51,Divorced,None,Kisumu,Unemployed,63810.4,20471.0,4,11464,3,22.92,Monthly,2,1,Business,Livestock,False,54,24.94,0
L115489,C65489,Male,35,Divorced,Tertiary,Machakos,Self-employed,37377.82,12098.03,5,29014,24,5.08,Weekly,0,1,Household,Electronics,True,29,28.27,1
L115490,C65490,Other,42,Married,Primary,Kisumu,Self-employed,4865.36,17143.11,13,5094,3,24.27,Monthly,0,1,Agriculture,Guarantor,True,30,32.05,0
L115491,C65491,Male,32,Married,None,Machakos,Informal,20542.92,2637.67,4,46438,12,20.04,Weekly,0,1,Agriculture,Electronics,True,20,60.15,1
L115492,C65492,Female,64,Single,Tertiary,Nairobi,Unemployed,-2425.73,15463.4,9,39093,24,11.17,Bi-weekly,3,0,Medical,Title Deed,True,33,72.47,1
L115493,C65493,Female,49,Widowed,None,Nairobi,Self-employed,34233.23,-1366.94,8,4365,12,9.98,Bi-weekly,1,0,Education,Guarantor,False,36,2.4,0
L115494,C65494,Female,59,Widowed,Primary,Eldoret,Formal,16836.92,8773.07,3,36407,12,9.85,Weekly,1,0,Agriculture,Livestock,False,4,56.27,0
L115495,C65495,Male,35,Divorced,Primary,Nakuru,Self-employed,10164.75,17543.28,7,6587,3,12.06,Monthly,1,0,Emergency,Title Deed,False,29,8.91,0
L115496,C65496,Female,48,Single,Tertiary,Machakos,Informal,9782.52,23112.32,5,9307,12,22.26,Weekly,2,1,Business,Title Deed,False,16,26.75,0
L115497,C65497,Female,46,Widowed,Secondary,Machakos,Unemployed,56484.1,-12031.58,8,46553,6,12.69,Monthly,2,0,Medical,Livestock,False,27,44.82,0
L115498,C65498,Other,32,Divorced,Primary,Mombasa,Informal,36690.42,21902.3,4,45144,3,8.8,Monthly,4,0,Business,Title Deed,False,20,69.88,0
L115499,C65499,Other,40,Married,Secondary,Eldoret,Self-employed,12971.87,15887.0,4,41279,6,8.76,Monthly,0,1,Agriculture,Livestock,False,2,92.41,0
L115500,C65500,Other,55,Widowed,Primary,Machakos,Unemployed,23382.8,12786.71,9,7929,24,18.6,Bi-weekly,3,1,Education,Guarantor,True,9,30.99,0
L115501,C65501,Male,58,Divorced,Tertiary,Mombasa,Informal,36653.78,3657.88,7,33905,6,10.76,Bi-weekly,0,1,Household,Title Deed,False,14,62.07,0
L115502,C65502,Female,28,Widowed,Secondary,Kisumu,Informal,22580.19,9830.88,6,1360,3,5.17,Bi-weekly,4,0,Agriculture,Title Deed,False,27,57.68,1
L115503,C65503,Female,32,Single,None,Nairobi,Unemployed,36764.94,9567.95,7,46149,6,12.84,Bi-weekly,0,1,Medical,Livestock,False,24,71.26,0
L115504,C65504,Female,40,Divorced,Primary,Mombasa,Formal,29011.58,5182.06,4,16630,24,12.29,Weekly,4,0,Emergency,None,True,22,46.48,0
L115505,C65505,Other,20,Single,Tertiary,Nakuru,Self-employed,39224.4,11861.67,6,30459,24,6.32,Monthly,2,0,Agriculture,Livestock,False,32,25.77,0
L115506,C65506,Female,36,Divorced,None,Kisumu,Formal,31990.78,1277.26,10,45213,3,17.47,Weekly,2,0,Household,None,False,24,49.79,0
L115507,C65507,Female,18,Married,Secondary,Meru,Informal,23688.62,11062.87,7,26385,6,7.7,Bi-weekly,2,0,Emergency,Title Deed,True,19,21.52,1
L115508,C65508,Female,41,Widowed,Tertiary,Kisumu,Informal,34680.62,19650.92,6,48943,6,19.27,Monthly,3,0,Household,Title Deed,True,24,90.34,0
L115509,C65509,Female,28,Married,None,Eldoret,Formal,18379.95,9480.6,6,38319,3,14.47,Monthly,3,0,Education,Electronics,False,51,21.2,0
L115510,C65510,Female,47,Single,Tertiary,Nakuru,Self-employed,25230.22,12762.15,3,30531,24,7.47,Monthly,2,0,Education,Guarantor,True,52,86.6,0
L115511,C65511,Male,28,Widowed,Secondary,Kisumu,Informal,31930.07,18129.09,4,5008,6,6.81,Monthly,2,0,Business,Title Deed,False,15,42.72,0
L115512,C65512,Female,56,Married,None,Nakuru,Unemployed,25801.59,15239.12,8,28789,12,20.3,Bi-weekly,2,1,Education,Guarantor,False,58,80.39,0
L115513,C65513,Male,18,Divorced,Primary,Nairobi,Informal,43987.94,7064.53,4,30118,3,9.33,Monthly,3,0,Business,None,True,30,32.0,0
L115514,C65514,Female,29,Divorced,Primary,Meru,Informal,47117.12,18858.99,9,27105,3,17.75,Weekly,1,0,Business,Title Deed,True,52,39.62,0
L115515,C65515,Male,21,Married,Tertiary,Machakos,Self-employed,10498.63,15093.32,2,21739,3,15.77,Monthly,1,0,Household,Title Deed,False,33,64.53,0
L115516,C65516,Female,42,Widowed,Primary,Nakuru,Unemployed,37501.26,33067.34,9,10684,24,13.64,Monthly,3,0,Education,None,True,29,47.41,0
L115517,C65517,Female,25,Single,Secondary,Eldoret,Formal,39239.32,12267.39,2,43927,3,19.24,Bi-weekly,1,1,Agriculture,None,False,25,28.42,0
L115518,C65518,Female,32,Divorced,Secondary,Eldoret,Formal,58968.8,10291.8,6,18616,12,24.35,Weekly,1,0,Agriculture,None,True,45,73.37,0
L115519,C65519,Female,60,Single,None,Mombasa,Self-employed,62775.25,11627.74,4,11258,12,18.41,Bi-weekly,2,0,Agriculture,Livestock,True,12,0.66,0
L115520,C65520,Other,47,Widowed,None,Meru,Informal,32710.41,16448.97,6,5900,6,18.24,Bi-weekly,2,1,Business,Guarantor,False,54,39.1,0
L115521,C65521,Female,57,Widowed,None,Nairobi,Informal,30620.62,13012.3,7,34480,12,10.97,Weekly,4,0,Education,Title Deed,True,34,93.43,1
L115522,C65522,Male,49,Divorced,Tertiary,Nairobi,Self-employed,29519.78,9130.07,5,48541,24,17.78,Weekly,4,0,Education,Guarantor,True,19,18.34,1
L115523,C65523,Other,61,Single,Tertiary,Nakuru,Informal,22197.07,9074.86,10,14762,12,7.97,Monthly,2,0,Education,Electronics,False,9,11.05,0
L115524,C65524,Other,52,Widowed,Secondary,Eldoret,Formal,37252.24,21066.89,4,34082,12,11.79,Monthly,2,0,Agriculture,None,True,0,73.18,0
L115525,C65525,Female,38,Single,Secondary,Eldoret,Formal,10405.47,9649.94,5,11012,6,8.85,Bi-weekly,0,0,Education,Guarantor,False,1,83.43,0
L115526,C65526,Male,48,Divorced,Tertiary,Eldoret,Informal,40212.4,14457.87,5,45463,3,7.68,Bi-weekly,1,0,Emergency,Guarantor,True,40,77.13,1
L115527,C65527,Male,53,Divorced,None,Machakos,Unemployed,31969.75,32968.03,6,9816,12,18.58,Monthly,2,0,Education,Electronics,False,40,58.94,0
L115528,C65528,Other,44,Widowed,Tertiary,Nairobi,Self-employed,47773.45,9563.61,0,36873,24,17.76,Weekly,7,0,Business,Title Deed,True,17,0.81,0
L115529,C65529,Male,61,Widowed,None,Eldoret,Unemployed,20238.18,14968.81,4,36735,12,15.73,Weekly,3,1,Agriculture,Title Deed,True,52,61.92,0
L115530,C65530,Female,25,Single,Secondary,Mombasa,Self-employed,23191.47,7306.93,9,45718,12,13.13,Weekly,2,0,Education,Livestock,False,45,3.01,0
L115531,C65531,Female,40,Widowed,None,Kisumu,Informal,55324.97,19177.85,1,46010,3,22.61,Weekly,2,1,Agriculture,Electronics,False,9,36.39,1
L115532,C65532,Female,40,Divorced,Tertiary,Eldoret,Unemployed,-7742.58,1465.25,5,46386,3,15.63,Weekly,1,1,Household,Electronics,True,29,36.01,1
L115533,C65533,Female,59,Widowed,Primary,Mombasa,Informal,56524.08,-1586.08,7,31456,6,16.2,Weekly,1,0,Medical,Title Deed,True,34,99.4,0
L115534,C65534,Female,50,Married,Secondary,Mombasa,Informal,4011.37,13333.81,8,40662,24,18.85,Monthly,2,0,Education,Title Deed,False,8,23.49,0
L115535,C65535,Other,30,Divorced,Secondary,Kisumu,Self-employed,50475.86,6982.44,7,31669,24,6.91,Monthly,0,0,Household,Livestock,True,50,71.68,1
L115536,C65536,Female,56,Single,Tertiary,Nairobi,Self-employed,26681.53,5086.28,6,19718,24,20.05,Monthly,3,1,Education,None,True,13,32.99,0
L115537,C65537,Female,52,Widowed,Tertiary,Eldoret,Self-employed,24747.61,14539.37,4,10065,12,6.44,Weekly,5,0,Business,Electronics,True,12,12.71,0
L115538,C65538,Other,33,Widowed,Secondary,Meru,Informal,51210.83,-252.27,7,49167,24,9.32,Weekly,1,0,Agriculture,Electronics,True,46,12.66,0
L115539,C65539,Other,29,Divorced,Tertiary,Mombasa,Unemployed,39695.05,28528.22,9,31427,6,21.81,Weekly,2,0,Agriculture,Electronics,False,39,9.87,0
L115540,C65540,Other,48,Divorced,None,Mombasa,Self-employed,61881.18,11226.51,8,42666,12,12.14,Bi-weekly,3,1,Agriculture,None,True,47,70.83,0
L115541,C65541,Male,22,Single,None,Machakos,Self-employed,77032.08,9483.14,4,27877,3,5.34,Bi-weekly,2,1,Medical,Livestock,False,3,80.21,0
L115542,C65542,Male,57,Divorced,None,Kisumu,Formal,15452.6,7040.18,7,6564,24,15.68,Monthly,2,0,Emergency,Guarantor,False,52,65.57,0
L115543,C65543,Female,61,Single,Primary,Meru,Informal,35980.59,16661.52,6,41625,6,6.86,Weekly,3,0,Business,Livestock,False,17,78.28,0
L115544,C65544,Female,42,Widowed,Tertiary,Mombasa,Formal,29707.68,-1478.74,5,20281,12,13.9,Monthly,3,1,Emergency,None,True,55,23.19,0
L115545,C65545,Female,38,Single,None,Eldoret,Self-employed,30208.73,12993.76,7,11968,12,21.23,Bi-weekly,3,0,Medical,Electronics,False,52,49.35,0
L115546,C65546,Male,20,Single,Secondary,Nairobi,Formal,18646.42,19456.0,3,18347,24,19.62,Weekly,1,0,Emergency,Guarantor,True,30,53.9,1
L115547,C65547,Female,27,Single,None,Mombasa,Unemployed,-2175.13,20863.76,10,36511,6,24.62,Bi-weekly,2,1,Education,Guarantor,True,36,19.34,0
L115548,C65548,Female,40,Widowed,None,Nairobi,Unemployed,27367.7,23632.18,5,38145,6,11.18,Monthly,4,0,Medical,Livestock,False,59,78.41,0
L115549,C65549,Male,34,Married,Tertiary,Mombasa,Formal,37256.4,14120.59,6,1877,24,12.84,Monthly,5,2,Education,None,False,38,96.6,1
L115550,C65550,Other,59,Married,Secondary,Mombasa,Unemployed,20319.95,9362.67,10,9541,12,14.32,Monthly,2,0,Household,Title Deed,True,9,47.6,0
L115551,C65551,Male,52,Single,Primary,Eldoret,Informal,50326.4,14237.9,7,26189,6,23.57,Monthly,3,0,Agriculture,Livestock,False,7,80.0,0
L115552,C65552,Female,42,Divorced,Secondary,Nairobi,Formal,49128.45,14138.55,5,15236,3,12.3,Monthly,6,1,Medical,Title Deed,True,9,9.7,0
L115553,C65553,Male,19,Married,None,Meru,Informal,26797.85,20394.87,6,22963,6,14.76,Monthly,4,2,Emergency,None,False,1,51.39,0
L115554,C65554,Other,44,Widowed,Primary,Nakuru,Unemployed,21715.89,31015.25,7,35305,6,24.51,Weekly,5,0,Medical,Livestock,False,50,67.03,0
L115555,C65555,Other,63,Single,Primary,Eldoret,Formal,55002.14,26105.68,4,3124,24,6.82,Weekly,3,0,Emergency,None,False,27,47.08,1
L115556,C65556,Other,26,Married,Primary,Nairobi,Formal,36361.87,5655.9,9,29010,12,14.31,Weekly,2,1,Agriculture,None,True,26,17.11,0
L115557,C65557,Other,21,Widowed,Primary,Nairobi,Self-employed,16266.51,6683.43,6,7262,3,15.26,Bi-weekly,2,2,Agriculture,Title Deed,False,15,94.93,1
L115558,C65558,Other,43,Single,Primary,Nairobi,Informal,30618.99,28707.64,6,6927,6,13.41,Bi-weekly,2,0,Business,Electronics,False,1,19.01,0
L115559,C65559,Other,49,Married,Tertiary,Machakos,Self-employed,45064.9,5529.26,7,45266,3,17.82,Bi-weekly,3,1,Business,Title Deed,True,34,39.31,0
L115560,C65560,Female,46,Single,None,Nakuru,Self-employed,47631.5,14636.83,3,16420,24,12.93,Monthly,2,0,Medical,Title Deed,True,15,47.19,0
L115561,C65561,Female,39,Married,Primary,Eldoret,Unemployed,33010.29,29216.66,2,30526,6,17.16,Bi-weekly,2,0,Education,None,True,1,77.63,0
L115562,C65562,Male,64,Married,None,Machakos,Informal,30948.41,17597.34,5,48938,24,15.76,Monthly,0,1,Education,Livestock,False,59,29.8,0
L115563,C65563,Female,30,Divorced,Tertiary,Nakuru,Informal,39990.56,5283.58,5,7237,24,22.5,Weekly,3,0,Agriculture,Electronics,True,3,28.03,0
L115564,C65564,Other,40,Married,Tertiary,Mombasa,Unemployed,22347.68,16654.97,4,35215,12,14.67,Weekly,3,1,Agriculture,None,True,31,0.92,0
L115565,C65565,Female,48,Divorced,Tertiary,Kisumu,Unemployed,63142.48,8392.51,6,49432,6,15.53,Monthly,4,0,Education,Livestock,False,37,55.09,0
L115566,C65566,Male,58,Widowed,Secondary,Nakuru,Informal,22012.26,-6639.29,4,32004,6,15.39,Bi-weekly,1,0,Emergency,None,False,7,74.02,1
L115567,C65567,Other,53,Married,Secondary,Mombasa,Unemployed,28438.07,13080.78,7,7430,6,16.26,Weekly,0,0,Business,Guarantor,True,9,49.02,0
L115568,C65568,Female,57,Single,Primary,Nakuru,Informal,25156.83,23840.41,7,4501,3,16.35,Monthly,1,0,Agriculture,None,True,12,18.98,0
L115569,C65569,Female,48,Divorced,Tertiary,Nairobi,Unemployed,44147.67,29871.71,4,47036,24,16.71,Monthly,0,0,Emergency,Title Deed,False,20,6.15,1
L115570,C65570,Male,32,Married,Secondary,Kisumu,Self-employed,72174.69,8844.91,3,32467,12,14.4,Bi-weekly,3,1,Medical,None,True,47,9.96,0
L115571,C65571,Other,31,Divorced,Tertiary,Kisumu,Unemployed,50970.91,18380.22,8,18900,3,20.19,Bi-weekly,2,0,Business,Electronics,True,43,53.17,0
